Region,Date,Highest-priced hour,Lowest-priced hour
SA,2016-10-12,6,3
SA,2016-10-13,5,13
SA,2016-10-14,6,23
SA,2016-10-15,18,3
SA,2016-10-16,18,5
SA,2016-10-17,17,23
SA,2016-10-18,19,11
SA,2016-10-19,6,13
SA,2016-10-20,0,12
SA,2016-10-21,6,2
SA,2016-10-22,19,3
SA,2016-10-23,19,3
SA,2016-10-24,6,13
SA,2016-10-25,23,4
SA,2016-10-26,9,22
SA,2016-10-27,6,3
SA,2016-10-28,6,23
SA,2016-10-29,1,22
SA,2016-10-30,19,3
SA,2016-10-31,7,2
SA,2016-11-01,7,12
SA,2016-11-02,19,2
SA,2016-11-03,19,3
SA,2016-11-04,3,22
SA,2016-11-05,8,3
SA,2016-11-06,18,3
SA,2016-11-07,22,1
SA,2016-11-08,5,15
SA,2016-11-09,6,1
SA,2016-11-10,6,21
SA,2016-11-11,6,22
SA,2016-11-12,1,23
SA,2016-11-13,21,13
SA,2016-11-14,13,0
SA,2016-11-15,6,22
SA,2016-11-16,17,2
SA,2016-11-17,17,3
SA,2016-11-18,6,16
SA,2016-11-19,17,10
SA,2016-11-20,20,5
SA,2016-11-21,12,3
SA,2016-11-22,11,14
SA,2016-11-23,6,16
SA,2016-11-24,6,2
SA,2016-11-25,6,10
SA,2016-11-26,17,3
SA,2016-11-27,16,3
SA,2016-11-28,14,4
SA,2016-11-29,13,17
SA,2016-11-30,10,7
SA,2016-12-01,1,23
SA,2016-12-02,11,21
SA,2016-12-03,17,3
SA,2016-12-04,9,21
SA,2016-12-05,15,1
SA,2016-12-06,6,4
SA,2016-12-07,14,23
SA,2016-12-08,19,2
SA,2016-12-09,7,1
SA,2016-12-10,23,5
SA,2016-12-11,12,3
SA,2016-12-12,17,3
SA,2016-12-13,15,3
SA,2016-12-14,9,14
SA,2016-12-15,19,2
SA,2016-12-16,9,14
SA,2016-12-17,7,15
SA,2016-12-18,18,23
SA,2016-12-19,23,3
SA,2016-12-20,0,5
SA,2016-12-21,15,23
SA,2016-12-22,11,4
SA,2016-12-23,14,11
SA,2016-12-24,14,3
SA,2016-12-25,17,4
SA,2016-12-26,13,22
SA,2016-12-27,18,9
SA,2016-12-28,16,6
SA,2016-12-29,7,3
SA,2016-12-30,20,14
SA,2016-12-31,8,13
SA,2017-01-01,0,16
SA,2017-01-02,18,23
SA,2017-01-03,8,3
SA,2017-01-04,15,3
SA,2017-01-05,16,3
SA,2017-01-06,15,2
SA,2017-01-07,16,2
SA,2017-01-08,17,5
SA,2017-01-09,9,23
SA,2017-01-10,14,23
SA,2017-01-11,19,2
SA,2017-01-12,15,3
SA,2017-01-13,10,22
SA,2017-01-14,20,2
SA,2017-01-15,17,1
SA,2017-01-16,16,3
SA,2017-01-17,15,23
SA,2017-01-18,6,22
SA,2017-01-19,16,3
SA,2017-01-20,2,5
SA,2017-01-21,15,3
SA,2017-01-22,17,4
SA,2017-01-23,5,23
SA,2017-01-24,10,2
SA,2017-01-25,8,1
SA,2017-01-26,17,22
SA,2017-01-27,15,3
SA,2017-01-28,16,23
SA,2017-01-29,17,1
SA,2017-01-30,12,16
SA,2017-01-31,6,23
SA,2017-02-01,10,0
SA,2017-02-02,15,1
SA,2017-02-03,6,3
SA,2017-02-04,16,6
SA,2017-02-05,17,5
SA,2017-02-06,6,14
SA,2017-02-07,16,2
SA,2017-02-08,17,3
SA,2017-02-09,18,1
SA,2017-02-10,15,0
SA,2017-02-11,10,20
SA,2017-02-12,2,12
SA,2017-02-13,5,21
SA,2017-02-14,10,1
SA,2017-02-15,16,11
SA,2017-02-16,10,1
SA,2017-02-17,6,21
SA,2017-02-18,19,14
SA,2017-02-19,8,15
SA,2017-02-20,6,1
SA,2017-02-21,6,1
SA,2017-02-22,14,3
SA,2017-02-23,10,1
SA,2017-02-24,6,1
SA,2017-02-25,18,3
SA,2017-02-26,17,3
SA,2017-02-27,4,2
SA,2017-02-28,13,3
SA,2017-03-01,15,3
SA,2017-03-02,8,22
SA,2017-03-03,15,2
SA,2017-03-04,8,2
SA,2017-03-05,8,5
SA,2017-03-06,6,2
SA,2017-03-07,14,4
SA,2017-03-08,13,3
SA,2017-03-09,14,2
SA,2017-03-10,11,2
SA,2017-03-11,13,4
SA,2017-03-12,17,21
SA,2017-03-13,18,3
SA,2017-03-14,15,3
SA,2017-03-15,17,4
SA,2017-03-16,6,2
SA,2017-03-17,7,9
SA,2017-03-18,16,4
SA,2017-03-19,16,5
SA,2017-03-20,13,3
SA,2017-03-21,11,2
SA,2017-03-22,6,21
SA,2017-03-23,8,3
SA,2017-03-24,13,2
SA,2017-03-25,15,4
SA,2017-03-26,12,22
SA,2017-03-27,11,3
SA,2017-03-28,6,2
SA,2017-03-29,6,12
SA,2017-03-30,6,3
SA,2017-03-31,7,21
SA,2017-04-01,18,3
SA,2017-04-02,18,22
SA,2017-04-03,7,2
SA,2017-04-04,18,3
SA,2017-04-05,6,2
SA,2017-04-06,17,3
SA,2017-04-07,18,3
SA,2017-04-08,9,4
SA,2017-04-09,23,12
SA,2017-04-10,6,3
SA,2017-04-11,18,3
SA,2017-04-12,18,3
SA,2017-04-13,7,21
SA,2017-04-14,23,14
SA,2017-04-15,0,13
SA,2017-04-16,9,6
SA,2017-04-17,18,5
SA,2017-04-18,18,21
SA,2017-04-19,13,3
SA,2017-04-20,23,3
SA,2017-04-21,8,0
SA,2017-04-22,9,4
SA,2017-04-23,23,4
SA,2017-04-24,13,5
SA,2017-04-25,18,23
SA,2017-04-26,18,4
SA,2017-04-27,18,3
SA,2017-04-28,6,15
SA,2017-04-29,18,3
SA,2017-04-30,17,14
SA,2017-05-01,18,4
SA,2017-05-02,18,3
SA,2017-05-03,6,21
SA,2017-05-04,18,23
SA,2017-05-05,18,21
SA,2017-05-06,18,5
SA,2017-05-07,18,3
SA,2017-05-08,18,2
SA,2017-05-09,18,2
SA,2017-05-10,18,3
SA,2017-05-11,7,14
SA,2017-05-12,6,12
SA,2017-05-13,6,3
SA,2017-05-14,4,6
SA,2017-05-15,7,22
SA,2017-05-16,9,3
SA,2017-05-17,16,3
SA,2017-05-18,23,3
SA,2017-05-19,8,4
SA,2017-05-20,17,21
SA,2017-05-21,18,12
SA,2017-05-22,7,11
SA,2017-05-23,8,13
SA,2017-05-24,23,3
SA,2017-05-25,0,13
SA,2017-05-26,6,23
SA,2017-05-27,17,3
SA,2017-05-28,18,3
SA,2017-05-29,7,22
SA,2017-05-30,18,3
SA,2017-05-31,7,3
SA,2017-06-01,18,2
SA,2017-06-02,20,3
SA,2017-06-03,17,12
SA,2017-06-04,18,12
SA,2017-06-05,6,15
SA,2017-06-06,17,3
SA,2017-06-07,9,2
SA,2017-06-08,6,15
SA,2017-06-09,23,5
SA,2017-06-10,18,3
SA,2017-06-11,9,14
SA,2017-06-12,0,4
SA,2017-06-13,6,4
SA,2017-06-14,17,4
SA,2017-06-15,6,11
SA,2017-06-16,22,4
SA,2017-06-17,8,14
SA,2017-06-18,9,4
SA,2017-06-19,18,3
SA,2017-06-20,18,3
SA,2017-06-21,13,3
SA,2017-06-22,6,3
SA,2017-06-23,20,4
SA,2017-06-24,8,3
SA,2017-06-25,20,12
SA,2017-06-26,12,3
SA,2017-06-27,23,3
SA,2017-06-28,23,3
SA,2017-06-29,18,3
SA,2017-06-30,18,4
SA,2017-07-01,18,5
SA,2017-07-02,17,5
SA,2017-07-03,13,0
SA,2017-07-04,15,3
SA,2017-07-05,8,3
SA,2017-07-06,10,13
SA,2017-07-07,9,4
SA,2017-07-08,10,1
SA,2017-07-09,16,3
SA,2017-07-10,23,12
SA,2017-07-11,18,12
SA,2017-07-12,17,4
SA,2017-07-13,9,4
SA,2017-07-14,23,3
SA,2017-07-15,17,14
SA,2017-07-16,0,6
SA,2017-07-17,18,4
SA,2017-07-18,9,3
SA,2017-07-19,18,4
SA,2017-07-20,18,4
SA,2017-07-21,6,13
SA,2017-07-22,23,3
SA,2017-07-23,18,4
SA,2017-07-24,7,13
SA,2017-07-25,18,4
SA,2017-07-26,18,3
SA,2017-07-27,6,4
SA,2017-07-28,7,2
SA,2017-07-29,17,4
SA,2017-07-30,23,3
SA,2017-07-31,18,13
SA,2017-08-01,6,21
SA,2017-08-02,6,2
SA,2017-08-03,11,1
SA,2017-08-04,0,4
SA,2017-08-05,8,3
SA,2017-08-06,20,4
SA,2017-08-07,18,3
SA,2017-08-08,6,3
SA,2017-08-09,18,5
SA,2017-08-10,7,12
SA,2017-08-11,18,12
SA,2017-08-12,18,3
SA,2017-08-13,18,12
SA,2017-08-14,9,1
SA,2017-08-15,9,4
SA,2017-08-16,7,11
SA,2017-08-17,6,13
SA,2017-08-18,18,14
SA,2017-08-19,18,3
SA,2017-08-20,18,10
SA,2017-08-21,18,3
SA,2017-08-22,18,3
SA,2017-08-23,7,4
SA,2017-08-24,9,3
SA,2017-08-25,18,4
SA,2017-08-26,0,14
SA,2017-08-27,20,4
SA,2017-08-28,18,4
SA,2017-08-29,18,15
SA,2017-08-30,6,4
SA,2017-08-31,20,3
SA,2017-09-01,18,4
SA,2017-09-02,0,15
SA,2017-09-03,18,13
SA,2017-09-04,18,3
SA,2017-09-05,18,4
SA,2017-09-06,18,3
SA,2017-09-07,18,13
SA,2017-09-08,8,3
SA,2017-09-09,18,4
SA,2017-09-10,18,13
SA,2017-09-11,6,4
SA,2017-09-12,7,21
SA,2017-09-13,19,17
SA,2017-09-14,18,11
SA,2017-09-15,20,3
SA,2017-09-16,18,3
SA,2017-09-17,18,5
SA,2017-09-18,18,14
SA,2017-09-19,18,2
SA,2017-09-20,0,22
SA,2017-09-21,18,3
SA,2017-09-22,23,12
SA,2017-09-23,1,3
SA,2017-09-24,18,14
SA,2017-09-25,8,1
SA,2017-09-26,18,4
SA,2017-09-27,8,13
SA,2017-09-28,19,3
SA,2017-09-29,6,14
SA,2017-09-30,19,4
SA,2017-10-01,19,4
SA,2017-10-02,18,2
SA,2017-10-03,6,3
SA,2017-10-04,16,3
SA,2017-10-05,7,15
SA,2017-10-06,6,3
SA,2017-10-07,18,10
SA,2017-10-08,17,0
SA,2017-10-09,5,3
SA,2017-10-10,17,22
SA,2017-10-11,18,3
SA,2017-10-12,23,2
SA,2017-10-13,10,3
SA,2017-10-14,0,6
SA,2017-10-15,17,3
SA,2017-10-16,16,3
SA,2017-10-17,16,3
SA,2017-10-18,16,3
SA,2017-10-19,7,21
SA,2017-10-20,10,2
SA,2017-10-21,8,4
SA,2017-10-22,9,4
SA,2017-10-23,5,0
SA,2017-10-24,13,18
SA,2017-10-25,18,15
SA,2017-10-26,23,4
SA,2017-10-27,16,9
SA,2017-10-28,19,14
SA,2017-10-29,0,10
SA,2017-10-30,23,16
SA,2017-10-31,6,2
SA,2017-11-01,7,21
SA,2017-11-02,6,14
SA,2017-11-03,19,22
SA,2017-11-04,19,10
SA,2017-11-05,17,9
SA,2017-11-06,19,13
SA,2017-11-07,10,2
SA,2017-11-08,16,22
SA,2017-11-09,17,2
SA,2017-11-10,13,3
SA,2017-11-11,11,5
SA,2017-11-12,16,5
SA,2017-11-13,13,0
SA,2017-11-14,15,4
SA,2017-11-15,9,14
SA,2017-11-16,23,3
SA,2017-11-17,9,3
SA,2017-11-18,7,22
SA,2017-11-19,17,4
SA,2017-11-20,16,3
SA,2017-11-21,17,3
SA,2017-11-22,16,4
SA,2017-11-23,17,1
SA,2017-11-24,15,20
SA,2017-11-25,10,3
SA,2017-11-26,10,22
SA,2017-11-27,23,1
SA,2017-11-28,15,1
SA,2017-11-29,16,2
SA,2017-11-30,14,1
SA,2017-12-01,5,2
SA,2017-12-02,23,3
SA,2017-12-03,18,13
SA,2017-12-04,1,22
SA,2017-12-05,19,2
SA,2017-12-06,23,13
SA,2017-12-07,6,16
SA,2017-12-08,6,3
SA,2017-12-09,21,13
SA,2017-12-10,16,2
SA,2017-12-11,16,1
SA,2017-12-12,16,1
SA,2017-12-13,20,5
SA,2017-12-14,2,3
SA,2017-12-15,10,4
SA,2017-12-16,4,22
SA,2017-12-17,13,4
SA,2017-12-18,14,3
SA,2017-12-19,6,14
SA,2017-12-20,23,1
SA,2017-12-21,20,5
SA,2017-12-22,18,8
SA,2017-12-23,17,7
SA,2017-12-24,11,13
SA,2017-12-25,18,2
SA,2017-12-26,17,4
SA,2017-12-27,15,3
SA,2017-12-28,12,3
SA,2017-12-29,10,23
SA,2017-12-30,19,5
SA,2017-12-31,22,13
SA,2018-01-01,0,23
SA,2018-01-02,8,1
SA,2018-01-03,11,1
SA,2018-01-04,15,3
SA,2018-01-05,18,3
SA,2018-01-06,15,5
SA,2018-01-07,16,6
SA,2018-01-08,0,2
SA,2018-01-09,16,5
SA,2018-01-10,18,4
SA,2018-01-11,15,4
SA,2018-01-12,1,6
SA,2018-01-13,23,14
SA,2018-01-14,17,8
SA,2018-01-15,6,1
SA,2018-01-16,16,2
SA,2018-01-17,12,4
SA,2018-01-18,16,4
SA,2018-01-19,14,2
SA,2018-01-20,11,1
SA,2018-01-21,15,3
SA,2018-01-22,6,21
SA,2018-01-23,23,1
SA,2018-01-24,0,3
SA,2018-01-25,15,21
SA,2018-01-26,23,3
SA,2018-01-27,8,2
SA,2018-01-28,14,5
SA,2018-01-29,0,21
SA,2018-01-30,19,15
SA,2018-01-31,20,10
SA,2018-02-01,20,2
SA,2018-02-02,21,1
SA,2018-02-03,16,3
SA,2018-02-04,14,1
SA,2018-02-05,7,2
SA,2018-02-06,13,0
SA,2018-02-07,15,3
SA,2018-02-08,15,1
SA,2018-02-09,16,2
SA,2018-02-10,8,13
SA,2018-02-11,23,3
SA,2018-02-12,6,2
SA,2018-02-13,20,5
SA,2018-02-14,19,16
SA,2018-02-15,6,17
SA,2018-02-16,15,22
SA,2018-02-17,15,4
SA,2018-02-18,15,5
SA,2018-02-19,19,3
SA,2018-02-20,16,1
SA,2018-02-21,14,4
SA,2018-02-22,15,4
SA,2018-02-23,20,2
SA,2018-02-24,9,3
SA,2018-02-25,0,14
SA,2018-02-26,5,1
SA,2018-02-27,16,3
SA,2018-02-28,20,1
SA,2018-03-01,5,1
SA,2018-03-02,16,4
SA,2018-03-03,1,23
SA,2018-03-04,10,2
SA,2018-03-05,6,22
SA,2018-03-06,6,3
SA,2018-03-07,12,3
SA,2018-03-08,17,2
SA,2018-03-09,5,3
SA,2018-03-10,15,4
SA,2018-03-11,0,4
SA,2018-03-12,23,2
SA,2018-03-13,11,2
SA,2018-03-14,11,2
SA,2018-03-15,7,3
SA,2018-03-16,20,13
SA,2018-03-17,22,4
SA,2018-03-18,0,10
SA,2018-03-19,18,11
SA,2018-03-20,6,22
SA,2018-03-21,6,2
SA,2018-03-22,13,1
SA,2018-03-23,15,3
SA,2018-03-24,0,4
SA,2018-03-25,18,3
SA,2018-03-26,18,2
SA,2018-03-27,6,21
SA,2018-03-28,23,2
SA,2018-03-29,6,15
SA,2018-03-30,23,3
SA,2018-03-31,18,5
SA,2018-04-01,18,14
SA,2018-04-02,17,5
SA,2018-04-03,18,4
SA,2018-04-04,14,3
SA,2018-04-05,18,0
SA,2018-04-06,15,3
SA,2018-04-07,18,4
SA,2018-04-08,16,11
SA,2018-04-09,14,3
SA,2018-04-10,16,3
SA,2018-04-11,16,4
SA,2018-04-12,23,1
SA,2018-04-13,0,22
SA,2018-04-14,17,14
SA,2018-04-15,18,13
SA,2018-04-16,23,2
SA,2018-04-17,18,4
SA,2018-04-18,23,2
SA,2018-04-19,18,4
SA,2018-04-20,9,4
SA,2018-04-21,17,4
SA,2018-04-22,17,4
SA,2018-04-23,21,4
SA,2018-04-24,10,4
SA,2018-04-25,17,13
SA,2018-04-26,11,3
SA,2018-04-27,18,4
SA,2018-04-28,17,4
SA,2018-04-29,17,5
SA,2018-04-30,17,3
SA,2018-05-01,17,3
SA,2018-05-02,17,3
SA,2018-05-03,17,4
SA,2018-05-04,23,4
SA,2018-05-05,23,14
SA,2018-05-06,18,12
SA,2018-05-07,23,3
SA,2018-05-08,17,3
SA,2018-05-09,7,21
SA,2018-05-10,18,3
SA,2018-05-11,8,4
SA,2018-05-12,17,4
SA,2018-05-13,23,4
SA,2018-05-14,8,2
SA,2018-05-15,18,4
SA,2018-05-16,17,4
SA,2018-05-17,17,3
SA,2018-05-18,6,3
SA,2018-05-19,7,13
SA,2018-05-20,11,5
SA,2018-05-21,18,3
SA,2018-05-22,17,3
SA,2018-05-23,9,4
SA,2018-05-24,17,4
SA,2018-05-25,17,3
SA,2018-05-26,8,3
SA,2018-05-27,18,5
SA,2018-05-28,17,11
SA,2018-05-29,18,2
SA,2018-05-30,6,4
SA,2018-05-31,17,2
SA,2018-06-01,17,3
SA,2018-06-02,20,3
SA,2018-06-03,17,12
SA,2018-06-04,17,2
SA,2018-06-05,15,4
SA,2018-06-06,8,12
SA,2018-06-07,10,22
SA,2018-06-08,10,1
SA,2018-06-09,9,4
SA,2018-06-10,17,12
SA,2018-06-11,18,11
SA,2018-06-12,17,3
SA,2018-06-13,17,3
SA,2018-06-14,7,2
SA,2018-06-15,6,4
SA,2018-06-16,9,3
SA,2018-06-17,18,4
SA,2018-06-18,17,3
SA,2018-06-19,17,4
SA,2018-06-20,17,4
SA,2018-06-21,19,3
SA,2018-06-22,17,4
SA,2018-06-23,9,4
SA,2018-06-24,18,5
SA,2018-06-25,18,4
SA,2018-06-26,18,3
SA,2018-06-27,7,6
SA,2018-06-28,17,4
SA,2018-06-29,7,4
SA,2018-06-30,23,3
SA,2018-07-01,17,14
SA,2018-07-02,7,3
SA,2018-07-03,17,22
SA,2018-07-04,0,2
SA,2018-07-05,18,3
SA,2018-07-06,18,3
SA,2018-07-07,23,10
SA,2018-07-08,9,4
SA,2018-07-09,12,6
SA,2018-07-10,7,3
SA,2018-07-11,19,13
SA,2018-07-12,19,4
SA,2018-07-13,1,13
SA,2018-07-14,17,12
SA,2018-07-15,18,4
SA,2018-07-16,17,1
SA,2018-07-17,18,4
SA,2018-07-18,7,4
SA,2018-07-19,18,4
SA,2018-07-20,21,4
SA,2018-07-21,17,13
SA,2018-07-22,23,11
SA,2018-07-23,18,0
SA,2018-07-24,20,14
SA,2018-07-25,18,3
SA,2018-07-26,1,12
SA,2018-07-27,8,2
SA,2018-07-28,6,14
SA,2018-07-29,20,15
SA,2018-07-30,18,2
SA,2018-07-31,18,12
SA,2018-08-01,18,4
SA,2018-08-02,18,12
SA,2018-08-03,17,12
SA,2018-08-04,18,11
SA,2018-08-05,18,4
SA,2018-08-06,18,11
SA,2018-08-07,17,4
SA,2018-08-08,19,12
SA,2018-08-09,7,14
SA,2018-08-10,23,12
SA,2018-08-11,8,14
SA,2018-08-12,18,12
SA,2018-08-13,18,4
SA,2018-08-14,18,13
SA,2018-08-15,6,3
SA,2018-08-16,18,3
SA,2018-08-17,7,14
SA,2018-08-18,18,10
SA,2018-08-19,18,4
SA,2018-08-20,18,4
SA,2018-08-21,18,3
SA,2018-08-22,18,23
SA,2018-08-23,18,3
SA,2018-08-24,18,13
SA,2018-08-25,18,13
SA,2018-08-26,18,13
SA,2018-08-27,18,4
SA,2018-08-28,18,3
SA,2018-08-29,19,4
SA,2018-08-30,18,4
SA,2018-08-31,9,2
SA,2018-09-01,18,2
SA,2018-09-02,18,15
SA,2018-09-03,18,4
SA,2018-09-04,18,12
SA,2018-09-05,18,3
SA,2018-09-06,7,13
SA,2018-09-07,18,2
SA,2018-09-08,0,13
SA,2018-09-09,18,5
SA,2018-09-10,18,12
SA,2018-09-11,18,4
SA,2018-09-12,18,2
SA,2018-09-13,18,13
SA,2018-09-14,18,11
SA,2018-09-15,18,2
SA,2018-09-16,19,14
SA,2018-09-17,18,12
SA,2018-09-18,18,4
SA,2018-09-19,7,3
SA,2018-09-20,18,4
SA,2018-09-21,22,13
SA,2018-09-22,18,12
SA,2018-09-23,18,13
SA,2018-09-24,18,4
SA,2018-09-25,18,2
SA,2018-09-26,19,4
SA,2018-09-27,19,15
SA,2018-09-28,19,13
SA,2018-09-29,18,3
SA,2018-09-30,0,11
SA,2018-10-01,18,8
SA,2018-10-02,8,12
SA,2018-10-03,9,4
SA,2018-10-04,8,3
SA,2018-10-05,18,3
SA,2018-10-06,23,3
SA,2018-10-07,18,7
SA,2018-10-08,17,2
SA,2018-10-09,10,23
SA,2018-10-10,19,3
SA,2018-10-11,6,2
SA,2018-10-12,13,2
SA,2018-10-13,18,4
SA,2018-10-14,18,9
SA,2018-10-15,5,3
SA,2018-10-16,15,3
SA,2018-10-17,14,2
SA,2018-10-18,6,14
SA,2018-10-19,1,14
SA,2018-10-20,22,14
SA,2018-10-21,17,12
SA,2018-10-22,23,4
SA,2018-10-23,18,14
SA,2018-10-24,23,3
SA,2018-10-25,18,12
SA,2018-10-26,4,3
SA,2018-10-27,23,11
SA,2018-10-28,23,14
SA,2018-10-29,23,12
SA,2018-10-30,18,13
SA,2018-10-31,18,23
SA,2018-11-01,18,2
SA,2018-11-02,0,11
SA,2018-11-03,23,2
SA,2018-11-04,3,12
SA,2018-11-05,18,4
SA,2018-11-06,7,13
SA,2018-11-07,6,17
SA,2018-11-08,23,12
SA,2018-11-09,23,12
SA,2018-11-10,23,22
SA,2018-11-11,18,4
SA,2018-11-12,8,2
SA,2018-11-13,23,2
SA,2018-11-14,6,15
SA,2018-11-15,10,14
SA,2018-11-16,5,13
SA,2018-11-17,1,13
SA,2018-11-18,18,7
SA,2018-11-19,15,3
SA,2018-11-20,8,2
SA,2018-11-21,3,22
SA,2018-11-22,6,14
SA,2018-11-23,19,2
SA,2018-11-24,23,3
SA,2018-11-25,1,14
SA,2018-11-26,5,3
SA,2018-11-27,6,14
SA,2018-11-28,23,14
SA,2018-11-29,5,14
SA,2018-11-30,19,14
SA,2018-12-01,19,9
SA,2018-12-02,19,12
SA,2018-12-03,23,3
SA,2018-12-04,5,2
SA,2018-12-05,13,2
SA,2018-12-06,18,3
SA,2018-12-07,15,3
SA,2018-12-08,11,22
SA,2018-12-09,23,5
SA,2018-12-10,13,3
SA,2018-12-11,17,2
SA,2018-12-12,15,23
SA,2018-12-13,5,15
SA,2018-12-14,23,13
SA,2018-12-15,23,14
SA,2018-12-16,1,11
SA,2018-12-17,16,23
SA,2018-12-18,12,2
SA,2018-12-19,14,1
SA,2018-12-20,6,12
SA,2018-12-21,23,13
SA,2018-12-22,6,1
SA,2018-12-23,18,3
SA,2018-12-24,18,3
SA,2018-12-25,17,6
SA,2018-12-26,18,6
SA,2018-12-27,15,6
SA,2018-12-28,15,3
SA,2018-12-29,6,2
SA,2018-12-30,16,7
SA,2018-12-31,7,19
SA,2019-01-01,18,5
SA,2019-01-02,12,2
SA,2019-01-03,18,3
SA,2019-01-04,12,4
SA,2019-01-05,7,14
SA,2019-01-06,18,8
SA,2019-01-07,16,1
SA,2019-01-08,6,16
SA,2019-01-09,5,1
SA,2019-01-10,20,3
SA,2019-01-11,16,2
SA,2019-01-12,12,1
SA,2019-01-13,23,9
SA,2019-01-14,15,2
SA,2019-01-15,17,3
SA,2019-01-16,17,2
SA,2019-01-17,13,2
SA,2019-01-18,5,17
SA,2019-01-19,23,4
SA,2019-01-20,23,4
SA,2019-01-21,18,2
SA,2019-01-22,16,3
SA,2019-01-23,18,7
SA,2019-01-24,18,4
SA,2019-01-25,11,21
SA,2019-01-26,3,15
SA,2019-01-27,6,13
SA,2019-01-28,18,5
SA,2019-01-29,17,21
SA,2019-01-30,10,22
SA,2019-01-31,6,2
SA,2019-02-01,23,3
SA,2019-02-02,19,2
SA,2019-02-03,9,22
SA,2019-02-04,6,3
SA,2019-02-05,23,9
SA,2019-02-06,15,1
SA,2019-02-07,7,3
SA,2019-02-08,6,16
SA,2019-02-09,23,10
SA,2019-02-10,23,13
SA,2019-02-11,6,12
SA,2019-02-12,19,13
SA,2019-02-13,23,3
SA,2019-02-14,18,9
SA,2019-02-15,23,3
SA,2019-02-16,23,11
SA,2019-02-17,19,7
SA,2019-02-18,0,3
SA,2019-02-19,6,3
SA,2019-02-20,6,3
SA,2019-02-21,6,1
SA,2019-02-22,14,1
SA,2019-02-23,18,11
SA,2019-02-24,18,9
SA,2019-02-25,17,2
SA,2019-02-26,12,2
SA,2019-02-27,17,2
SA,2019-02-28,18,4
SA,2019-03-01,16,3
SA,2019-03-02,18,3
SA,2019-03-03,16,7
SA,2019-03-04,15,2
SA,2019-03-05,6,22
SA,2019-03-06,18,13
SA,2019-03-07,19,10
SA,2019-03-08,5,11
SA,2019-03-09,19,14
SA,2019-03-10,23,11
SA,2019-03-11,6,15
SA,2019-03-12,23,2
SA,2019-03-13,6,9
SA,2019-03-14,6,10
SA,2019-03-15,13,22
SA,2019-03-16,23,2
SA,2019-03-17,23,22
SA,2019-03-18,17,2
SA,2019-03-19,23,4
SA,2019-03-20,6,2
SA,2019-03-21,13,22
SA,2019-03-22,21,0
SA,2019-03-23,16,11
SA,2019-03-24,6,22
SA,2019-03-25,6,15
SA,2019-03-26,17,1
SA,2019-03-27,23,10
SA,2019-03-28,18,11
SA,2019-03-29,6,3
SA,2019-03-30,8,14
SA,2019-03-31,23,4
SA,2019-04-01,6,21
SA,2019-04-02,6,11
SA,2019-04-03,6,3
SA,2019-04-04,18,1
SA,2019-04-05,6,2
SA,2019-04-06,7,2
SA,2019-04-07,23,13
SA,2019-04-08,0,13
SA,2019-04-09,17,4
SA,2019-04-10,18,3
SA,2019-04-11,6,1
SA,2019-04-12,17,11
SA,2019-04-13,23,14
SA,2019-04-14,17,7
SA,2019-04-15,17,4
SA,2019-04-16,17,10
SA,2019-04-17,17,12
SA,2019-04-18,17,4
SA,2019-04-19,17,10
SA,2019-04-20,17,11
SA,2019-04-21,15,1
SA,2019-04-22,8,22
SA,2019-04-23,23,4
SA,2019-04-24,7,13
SA,2019-04-25,18,14
SA,2019-04-26,18,13
SA,2019-04-27,18,12
SA,2019-04-28,17,13
SA,2019-04-29,18,22
SA,2019-04-30,23,11
SA,2019-05-01,7,14
SA,2019-05-02,9,2
SA,2019-05-03,6,4
SA,2019-05-04,18,4
SA,2019-05-05,0,14
SA,2019-05-06,17,3
SA,2019-05-07,17,10
SA,2019-05-08,18,2
SA,2019-05-09,17,4
SA,2019-05-10,17,2
SA,2019-05-11,17,2
SA,2019-05-12,9,13
SA,2019-05-13,17,4
SA,2019-05-14,7,12
SA,2019-05-15,17,4
SA,2019-05-16,17,2
SA,2019-05-17,17,4
SA,2019-05-18,17,11
SA,2019-05-19,19,3
SA,2019-05-20,17,3
SA,2019-05-21,8,4
SA,2019-05-22,18,12
SA,2019-05-23,6,12
SA,2019-05-24,7,13
SA,2019-05-25,17,13
SA,2019-05-26,17,11
SA,2019-05-27,17,4
SA,2019-05-28,17,2
SA,2019-05-29,17,13
SA,2019-05-30,7,4
SA,2019-05-31,17,3
SA,2019-06-01,17,5
SA,2019-06-02,17,15
SA,2019-06-03,18,3
SA,2019-06-04,16,3
SA,2019-06-05,18,4
SA,2019-06-06,18,4
SA,2019-06-07,17,10
SA,2019-06-08,17,12
SA,2019-06-09,17,2
SA,2019-06-10,17,4
SA,2019-06-11,6,13
SA,2019-06-12,18,13
SA,2019-06-13,18,3
SA,2019-06-14,17,3
SA,2019-06-15,17,4
SA,2019-06-16,17,5
SA,2019-06-17,7,23
SA,2019-06-18,18,2
SA,2019-06-19,18,4
SA,2019-06-20,7,4
SA,2019-06-21,7,19
SA,2019-06-22,21,4
SA,2019-06-23,17,4
SA,2019-06-24,17,4
SA,2019-06-25,17,3
SA,2019-06-26,18,4
SA,2019-06-27,17,22
SA,2019-06-28,7,0
SA,2019-06-29,17,3
SA,2019-06-30,18,12
SA,2019-07-01,18,4
SA,2019-07-02,18,1
SA,2019-07-03,17,4
SA,2019-07-04,17,4
SA,2019-07-05,17,3
SA,2019-07-06,16,4
