Quarter,AVLSF1,BERYLSF1,BOMENSF1,BROKENH1,COLEASF1,CRWASF1,DARLSF1,FINLYSF1,GNNDHSF1,GOONSF1,GULLRSF1,HILLSTN1,JEMALNG1,JUNEESF1,LIMOSF11,LIMOSF21,MANSLR1,METZSF1,MOLNGSF1,MOREESF1,NEVERSF1,NEWENSF1,NEWENSF2,NYNGAN1,PARSF1,SEBSF1,STUBSF1,STUBSF2,SUNRSF1,SUNTPSF1,WAGGNSF1,WELLSF1,WELNSF1,WRSF1,WSTWYSF1,WYASF1
2022-09-30,,0.12375589313776847,0.08106338397066527,0.16121005762179152,0.1575432163436354,0.1712938711367208,0.12323205866946045,0.0500261917234154,0.14051859612362494,0.14392352016762702,0.13135149292823467,0.0680984808800419,0.13056574122577266,0.12493452069146149,0.18019905709795705,0.07569408067050812,0.30906233630172864,0.14143530644316396,0.3308014667365113,0.09415924567836563,0.06639601885804086,,,0.05880041906757465,0.10921948664222106,0.06678889470927186,,,0.18268727082242012,0.1144578313253012,0.3042168674698795,0.09573074908328968,,0.3378732320586695,,
2022-12-31,,0.09455212152959665,0.0787061288632792,0.0781822943949712,0.08368255631220534,0.2425353588266108,0.15859088528025145,0.10607647983237296,0.08407543216343635,0.0999214248297538,0.11118386589837612,0.10267155578837088,0.14916186485070718,0.09965950759559979,0.12192247249869041,0.13253012048192772,0.5804085908852803,0.06705081194342588,0.5589313776846516,0.05631220534311158,0.06914614981665794,,,0.044656888423258254,0.0682294394971189,0.0747773703509691,,,0.09455212152959665,0.08512310110005239,0.21411733892090098,0.05853850183342064,,0.36314824515453115,0.8509690937663699,
2023-03-31,,0.019946452476572958,0.04109772423025435,0.13012048192771083,0.03266398929049531,0.04712182061579652,0.06693440428380187,0.02530120481927711,0.06372155287817939,0.3066934404283802,0.0571619812583668,0.041231593038821956,0.0859437751004016,0.06666666666666667,0.07188755020080322,0.01566265060240964,0.5706827309236948,0.0499330655957162,0.40522088353413654,0.02570281124497992,0.02115127175368139,1.0,0.5144578313253012,0.03253012048192771,0.06157965194109773,0.08005354752342704,,,0.07402945113788487,0.04417670682730924,0.11606425702811245,0.015796519410977244,,0.36733601070950467,0.3740294511378849,
2023-06-30,0.8085528928902422,0.141400767906792,0.20892360651396796,0.17979610750695088,0.13332450681848274,0.15715609691513305,0.15305176750959884,0.17066066463656826,0.10684496226664901,0.13266251820468689,0.09612074672315636,0.14020918840195948,0.11624520058254997,0.1255130411756918,0.21408711770157554,0.10684496226664901,0.2822719449225473,0.13292731365020521,0.27538726333907054,0.17860452800211837,0.06778763405269429,0.5949953660797034,0.10737455315768568,0.12538064345293262,0.08552892890242288,0.13822322256057196,,,0.2319608102740633,0.09903349662385807,0.3185489209585595,0.08274857672448034,,0.1763537667152125,0.24440619621342513,
2023-09-30,0.178496595075956,0.12427972760607647,0.045311681508643266,0.04976427448926139,0.05447878470403353,0.14562598218962808,0.04871660555264536,0.06587218438973284,0.11825563122053431,0.14130434782608695,0.10096909376636982,0.15872184389732844,0.17600838135149294,0.1329229963331587,0.09127815610267155,0.11995809324253535,0.4109481403876375,0.0822420115243583,0.41684127815610267,0.017417496071241486,0.04203771608171818,0.1859612362493452,0.2077003666841278,0.03968046097433211,0.061157674174960715,0.06639601885804086,,,0.057621791513881616,0.14457831325301204,0.1139339968569932,0.06495547407019382,,0.08590885280251441,0.05775275013095862,0.6329229963331587
2023-12-31,0.19552121529596647,0.09363541121005763,0.14811419591409114,0.19381875327396542,0.11288632792037716,0.1358040859088528,0.10136196961760084,0.09324253535882661,0.10856469355683604,0.05749083289680461,0.06639601885804086,0.30055002619172344,0.16500785751702463,0.16710319539025667,0.15426925091671032,0.15557883708748035,0.5653483499214248,0.03391828182294395,0.5639078051335777,0.011655316919853326,0.07307490832896804,0.1321372446306967,0.17784180199057098,0.06718177056050288,0.047014143530644315,0.17247249869041384,,,0.09546883184913567,0.1460188580408591,0.21974855945521216,0.06639601885804086,,0.10804085908852802,0.15518596123624934,0.3084075432163436
2024-03-31,0.02369919237389117,0.025023169601482854,0.02740632861114789,0.128028597908116,0.0307162716801271,0.033364226135310475,0.02912749900701708,0.012312988216602674,0.01098901098901099,0.027009135442870383,0.041572884946378924,0.0867205084072554,0.05719581623196081,0.0307162716801271,0.07652588375479942,0.070700383953396,0.4077849860982391,0.32106447769098373,0.6045280021183635,0.01999205613663445,0.01827088574076526,0.044088441678803124,0.03521779425393883,0.026744339997352047,0.023037203760095326,0.06156494108301337,,,0.0450152257381173,0.03521779425393883,0.08221898583344367,0.02475837415596452,,0.06884681583476764,0.03654177148153052,0.11611280285979081
2024-06-30,0.08380775850655368,0.10260823513835562,0.16788031245862572,0.06712564543889846,0.17132265325036408,0.06156494108301337,0.070700383953396,0.10181384880180061,0.12643982523500596,0.07308354296306104,0.0981067125645439,0.08473454256586786,0.10194624652455977,0.08817688335760625,0.07837945187342778,0.08155699721964782,0.3037203760095326,0.3564146696676817,0.3049119555143652,0.09056004236727128,0.05070832781676155,0.15331656295511717,0.1371640407784986,0.044220839401562295,0.06553687276578843,0.07652588375479942,,,0.1145240301866808,0.09797431484178472,0.07520190652720773,0.06633125910234344,,0.21726466304779557,0.07281874751754269,0.06884681583476764
2024-09-30,0.2217129387113672,0.23677317967522263,0.3285751702462022,0.2290466212676794,0.14104243059193294,0.22302252488213725,0.1858302776322682,0.14916186485070718,0.20468831849135674,0.22420115243583028,0.1709009952854898,0.36655316919853326,0.1500785751702462,0.2678103719224725,0.2924305919329492,0.23821372446306968,0.4603195390256679,0.2036406495547407,0.37977998952331066,0.03679937139863803,0.12152959664745941,0.23952331063383972,0.20848611838658984,0.08250392875851231,0.08892090099528549,0.22970141435306443,,,0.2772393923520168,0.1578051335777894,0.27684651650078573,0.12964903090623364,0.22629649030906235,0.16618648507071765,0.2180460974332111,0.15479308538501835
2024-12-31,0.10424305919329492,0.14313776846516502,0.07726558407543216,0.3006809848088004,0.022917757988475642,0.10974332111052908,0.06940806705081194,0.03496595075955998,0.2942640125720272,0.2462022001047669,0.20625982189628078,0.35280251440544785,0.107255107386066,0.21149816657936094,0.22682032477737035,0.22027239392352016,0.7276060764798323,0.11000523834468308,0.7361183865898376,0.07242011524358302,0.09075432163436355,0.23808276584599267,0.22577265584075432,0.03837087480356208,0.21005762179151388,0.20272393923520168,,,0.047407019381875325,0.143006809848088,0.18805657412257726,0.05539549502357255,0.11000523834468308,0.463462545835516,0.12087480356207439,0.09271870089051859
