Region,Date,Spread type,Price spread,High start time,Low start time
NSW,2015-01-23,Overnight-morning,9.87187796296297,,
NSW,2015-01-23,Evening price,40.91148283333333,,
NSW,2015-01-24,High-low perfect (2hr),19.944750416666665,,
NSW,2015-01-24,High-low contiguous (2hr),17.31040833333333,18:55:00,04:25:00
NSW,2015-01-24,High-low perfect (4hr),17.191993958333338,,
NSW,2015-01-24,High-low contiguous (4hr),14.406312916666668,16:30:00,02:15:00
NSW,2015-01-24,Day-evening,3.155590547619056,,
NSW,2015-01-24,Overnight-morning,3.8720702777777696,,
NSW,2015-01-24,Evening price,40.090267333333344,,
NSW,2015-01-25,High-low perfect (2hr),23.668644999999998,,
NSW,2015-01-25,High-low contiguous (2hr),21.08425041666667,15:40:00,04:45:00
NSW,2015-01-25,High-low perfect (4hr),19.07156875,,
NSW,2015-01-25,High-low contiguous (4hr),16.969750416666667,13:15:00,02:30:00
NSW,2015-01-25,Day-evening,2.0082779523809506,,
NSW,2015-01-25,Overnight-morning,-0.7120743518518609,,
NSW,2015-01-25,Evening price,35.56013033333333,,
NSW,2015-01-26,High-low perfect (2hr),16.200641666666673,,
NSW,2015-01-26,High-low contiguous (2hr),12.232765833333335,10:20:00,04:10:00
NSW,2015-01-26,High-low perfect (4hr),13.651706666666666,,
NSW,2015-01-26,High-low contiguous (4hr),10.486960000000003,08:55:00,02:05:00
NSW,2015-01-26,Day-evening,-1.0253504047618947,,
NSW,2015-01-26,Overnight-morning,2.0647446296296224,,
NSW,2015-01-26,Evening price,29.408941500000005,,
NSW,2015-01-27,High-low perfect (2hr),15.847436249999998,,
NSW,2015-01-27,High-low contiguous (2hr),14.525595000000006,09:30:00,01:35:00
NSW,2015-01-27,High-low perfect (4hr),14.532369583333342,,
NSW,2015-01-27,High-low contiguous (4hr),13.834300625000001,08:05:00,00:55:00
NSW,2015-01-27,Day-evening,-2.310264547619049,,
NSW,2015-01-27,Overnight-morning,9.46880092592593,,
NSW,2015-01-27,Evening price,29.933381166666663,,
NSW,2015-01-28,High-low perfect (2hr),13.783872916666667,,
NSW,2015-01-28,High-low contiguous (2hr),12.419260833333333,15:00:00,02:05:00
NSW,2015-01-28,High-low perfect (4hr),11.889362291666668,,
NSW,2015-01-28,High-low contiguous (4hr),10.712889583333329,15:10:00,01:10:00
NSW,2015-01-28,Day-evening,0.2831485952380959,,
NSW,2015-01-28,Overnight-morning,7.222349629629626,,
NSW,2015-01-28,Evening price,28.64245216666667,,
NSW,2015-01-29,High-low perfect (2hr),12.550341666666668,,
NSW,2015-01-29,High-low contiguous (2hr),10.596222083333334,12:20:00,01:40:00
NSW,2015-01-29,High-low perfect (4hr),11.009869583333334,,
NSW,2015-01-29,High-low contiguous (4hr),10.056923124999997,10:20:00,00:55:00
NSW,2015-01-29,Day-evening,-0.20736280952381847,,
NSW,2015-01-29,Overnight-morning,6.802114907407404,,
NSW,2015-01-29,Evening price,28.155000166666664,,
NSW,2015-01-30,High-low perfect (2hr),13.991410416666668,,
NSW,2015-01-30,High-low contiguous (2hr),13.01841,14:40:00,01:55:00
NSW,2015-01-30,High-low perfect (4hr),11.610946250000001,,
NSW,2015-01-30,High-low contiguous (4hr),11.148174583333336,13:05:00,00:50:00
NSW,2015-01-30,Day-evening,-1.082680071428566,,
NSW,2015-01-30,Overnight-morning,7.385830462962968,,
NSW,2015-01-30,Evening price,27.155781,,
NSW,2015-01-31,High-low perfect (2hr),11.705113333333333,,
NSW,2015-01-31,High-low contiguous (2hr),11.50984583333333,15:00:00,01:50:00
NSW,2015-01-31,High-low perfect (4hr),10.425114583333336,,
NSW,2015-01-31,High-low contiguous (4hr),10.323480833333338,14:00:00,01:00:00
NSW,2015-01-31,Day-evening,0.6341319761904778,,
NSW,2015-01-31,Overnight-morning,3.101965277777772,,
NSW,2015-01-31,Evening price,27.636289833333333,,
NSW,2015-02-01,High-low perfect (2hr),13.861555416666667,,
NSW,2015-02-01,High-low contiguous (2hr),13.568419583333336,15:45:00,02:10:00
NSW,2015-02-01,High-low perfect (4hr),12.837528125000002,,
NSW,2015-02-01,High-low contiguous (4hr),12.479623541666664,15:45:00,01:55:00
NSW,2015-02-01,Day-evening,3.464603928571428,,
NSW,2015-02-01,Overnight-morning,1.233728148148149,,
NSW,2015-02-01,Evening price,27.941369166666664,,
NSW,2015-02-02,High-low perfect (2hr),16.7628025,,
NSW,2015-02-02,High-low contiguous (2hr),15.315277083333333,12:15:00,01:45:00
NSW,2015-02-02,High-low perfect (4hr),14.495995625000003,,
NSW,2015-02-02,High-low contiguous (4hr),13.50291875,09:50:00,00:00:00
NSW,2015-02-02,Day-evening,-1.5447678809523744,,
NSW,2015-02-02,Overnight-morning,8.158021851851856,,
NSW,2015-02-02,Evening price,28.249116166666667,,
NSW,2015-02-03,High-low perfect (2hr),17.669196250000002,,
NSW,2015-02-03,High-low contiguous (2hr),16.97013458333333,08:55:00,01:05:00
NSW,2015-02-03,High-low perfect (4hr),16.505433541666665,,
NSW,2015-02-03,High-low contiguous (4hr),16.005609791666664,13:25:00,00:45:00
NSW,2015-02-03,Day-evening,-1.834318690476188,,
NSW,2015-02-03,Overnight-morning,9.59593398148148,,
NSW,2015-02-03,Evening price,32.479548333333334,,
NSW,2015-02-04,High-low perfect (2hr),18.67014708333333,,
NSW,2015-02-04,High-low contiguous (2hr),17.17552458333333,15:05:00,02:00:00
NSW,2015-02-04,High-low perfect (4hr),15.220587708333337,,
NSW,2015-02-04,High-low contiguous (4hr),14.660125,15:40:00,00:50:00
NSW,2015-02-04,Day-evening,0.230078285714292,,
NSW,2015-02-04,Overnight-morning,7.668468981481485,,
NSW,2015-02-04,Evening price,35.03721733333334,,
NSW,2015-02-05,High-low perfect (2hr),22.897275833333328,,
NSW,2015-02-05,High-low contiguous (2hr),20.204432500000006,18:15:00,01:40:00
NSW,2015-02-05,High-low perfect (4hr),19.313945208333333,,
NSW,2015-02-05,High-low contiguous (4hr),16.792453958333336,16:15:00,00:45:00
NSW,2015-02-05,Day-evening,2.6293052857142953,,
NSW,2015-02-05,Overnight-morning,9.830533611111111,,
NSW,2015-02-05,Evening price,39.28233683333334,,
NSW,2015-02-06,High-low perfect (2hr),21.255956249999997,,
NSW,2015-02-06,High-low contiguous (2hr),19.32386041666667,14:30:00,01:45:00
NSW,2015-02-06,High-low perfect (4hr),18.18893770833333,,
NSW,2015-02-06,High-low contiguous (4hr),15.85502729166667,12:35:00,00:35:00
NSW,2015-02-06,Day-evening,-0.8494539523809621,,
NSW,2015-02-06,Overnight-morning,11.3966912962963,,
NSW,2015-02-06,Evening price,38.10974366666666,,
NSW,2015-02-07,High-low perfect (2hr),15.499475416666673,,
NSW,2015-02-07,High-low contiguous (2hr),13.671533333333333,16:05:00,02:15:00
NSW,2015-02-07,High-low perfect (4hr),12.272708124999998,,
NSW,2015-02-07,High-low contiguous (4hr),11.587850624999998,16:05:00,02:15:00
NSW,2015-02-07,Day-evening,3.186946166666676,,
NSW,2015-02-07,Overnight-morning,-0.15777379629628996,,
NSW,2015-02-07,Evening price,33.6087095,,
NSW,2015-02-08,High-low perfect (2hr),21.017740000000003,,
NSW,2015-02-08,High-low contiguous (2hr),19.57867666666667,16:15:00,04:40:00
NSW,2015-02-08,High-low perfect (4hr),16.07272791666667,,
NSW,2015-02-08,High-low contiguous (4hr),15.669379375000002,14:50:00,02:55:00
NSW,2015-02-08,Day-evening,4.709459119047629,,
NSW,2015-02-08,Overnight-morning,-0.9320664814814776,,
NSW,2015-02-08,Evening price,36.22184233333334,,
NSW,2015-02-09,High-low perfect (2hr),20.63209125,,
NSW,2015-02-09,High-low contiguous (2hr),19.595200833333333,15:10:00,01:20:00
NSW,2015-02-09,High-low perfect (4hr),18.229390625000008,,
NSW,2015-02-09,High-low contiguous (4hr),17.671418750000004,15:20:00,00:50:00
NSW,2015-02-09,Day-evening,-0.006376285714296159,,
NSW,2015-02-09,Overnight-morning,6.078289907407402,,
NSW,2015-02-09,Evening price,35.4383955,,
NSW,2015-02-10,High-low perfect (2hr),29.553176666666662,,
NSW,2015-02-10,High-low contiguous (2hr),28.37801875,15:05:00,01:55:00
NSW,2015-02-10,High-low perfect (4hr),23.73694791666667,,
NSW,2015-02-10,High-low contiguous (4hr),23.469675625,13:05:00,00:45:00
NSW,2015-02-10,Day-evening,0.5020154523809381,,
NSW,2015-02-10,Overnight-morning,7.1940433333333225,,
NSW,2015-02-10,Evening price,42.53683449999999,,
NSW,2015-02-11,High-low perfect (2hr),196.93468583333333,,
NSW,2015-02-11,High-low contiguous (2hr),180.95730083333333,15:10:00,01:55:00
NSW,2015-02-11,High-low perfect (4hr),108.82547270833332,,
NSW,2015-02-11,High-low contiguous (4hr),107.94544729166665,13:40:00,00:25:00
NSW,2015-02-11,Day-evening,-8.288359166666666,,
NSW,2015-02-11,Overnight-morning,12.063110648148154,,
NSW,2015-02-11,Evening price,66.1260525,,
NSW,2015-02-12,High-low perfect (2hr),17.910754583333336,,
NSW,2015-02-12,High-low contiguous (2hr),17.817885,11:00:00,01:35:00
NSW,2015-02-12,High-low perfect (4hr),16.694749583333337,,
NSW,2015-02-12,High-low contiguous (4hr),15.084027083333332,09:45:00,00:10:00
NSW,2015-02-12,Day-evening,-4.314598071428577,,
NSW,2015-02-12,Overnight-morning,8.214568611111119,,
NSW,2015-02-12,Evening price,33.677570499999995,,
NSW,2015-02-13,High-low perfect (2hr),43.564076666666665,,
NSW,2015-02-13,High-low contiguous (2hr),38.72917291666667,08:20:00,01:35:00
NSW,2015-02-13,High-low perfect (4hr),29.703047083333328,,
NSW,2015-02-13,High-low contiguous (4hr),26.97881750000001,10:10:00,00:30:00
NSW,2015-02-13,Day-evening,-11.824577404761907,,
NSW,2015-02-13,Overnight-morning,9.953798148148142,,
NSW,2015-02-13,Evening price,30.580982833333334,,
NSW,2015-02-14,High-low perfect (2hr),16.985400416666668,,
NSW,2015-02-14,High-low contiguous (2hr),14.798340000000007,13:05:00,02:00:00
NSW,2015-02-14,High-low perfect (4hr),15.384315833333329,,
NSW,2015-02-14,High-low contiguous (4hr),14.047199583333335,13:05:00,01:25:00
NSW,2015-02-14,Day-evening,-0.8973767142857305,,
NSW,2015-02-14,Overnight-morning,5.047761944444442,,
NSW,2015-02-14,Evening price,29.95576816666666,,
NSW,2015-02-15,High-low perfect (2hr),106.90024500000001,,
NSW,2015-02-15,High-low contiguous (2hr),105.66899666666666,16:15:00,03:00:00
NSW,2015-02-15,High-low perfect (4hr),64.81349895833334,,
NSW,2015-02-15,High-low contiguous (4hr),63.74232583333334,15:50:00,01:40:00
NSW,2015-02-15,Day-evening,39.65933395238094,,
NSW,2015-02-15,Overnight-morning,-0.12546898148147534,,
NSW,2015-02-15,Evening price,72.72191799999999,,
NSW,2015-02-16,High-low perfect (2hr),23.626875416666667,,
NSW,2015-02-16,High-low contiguous (2hr),22.328150416666663,15:10:00,02:10:00
NSW,2015-02-16,High-low perfect (4hr),19.593272500000005,,
NSW,2015-02-16,High-low contiguous (4hr),17.746786250000003,13:35:00,00:25:00
NSW,2015-02-16,Day-evening,2.1695020000000014,,
NSW,2015-02-16,Overnight-morning,9.985304629629645,,
NSW,2015-02-16,Evening price,42.2255145,,
NSW,2015-02-17,High-low perfect (2hr),21.129527083333336,,
NSW,2015-02-17,High-low contiguous (2hr),15.20660083333333,05:10:00,02:05:00
NSW,2015-02-17,High-low perfect (4hr),16.706471041666678,,
NSW,2015-02-17,High-low contiguous (4hr),13.782839166666673,12:35:00,00:10:00
NSW,2015-02-17,Day-evening,-2.836884833333322,,
NSW,2015-02-17,Overnight-morning,8.593409351851854,,
NSW,2015-02-17,Evening price,38.42531016666667,,
NSW,2015-02-18,High-low perfect (2hr),19.87461333333334,,
NSW,2015-02-18,High-low contiguous (2hr),15.82450416666666,10:25:00,00:55:00
NSW,2015-02-18,High-low perfect (4hr),17.150716875000004,,
NSW,2015-02-18,High-low contiguous (4hr),14.35229541666667,10:30:00,00:10:00
NSW,2015-02-18,Day-evening,-4.343976571428584,,
NSW,2015-02-18,Overnight-morning,6.922537222222228,,
NSW,2015-02-18,Evening price,36.81654116666666,,
NSW,2015-02-19,High-low perfect (2hr),22.66258375,,
NSW,2015-02-19,High-low contiguous (2hr),21.487336250000002,11:30:00,01:15:00
NSW,2015-02-19,High-low perfect (4hr),19.491259375000002,,
NSW,2015-02-19,High-low contiguous (4hr),17.995979791666667,11:00:00,00:00:00
NSW,2015-02-19,Day-evening,-6.0687218571428545,,
NSW,2015-02-19,Overnight-morning,7.414488240740738,,
NSW,2015-02-19,Evening price,37.61558933333334,,
NSW,2015-02-20,High-low perfect (2hr),21.183225416666666,,
NSW,2015-02-20,High-low contiguous (2hr),20.780506666666664,09:30:00,01:10:00
NSW,2015-02-20,High-low perfect (4hr),17.91238875,,
NSW,2015-02-20,High-low contiguous (4hr),17.666495208333334,08:05:00,00:00:00
NSW,2015-02-20,Day-evening,-6.236482642857148,,
NSW,2015-02-20,Overnight-morning,8.235307870370363,,
NSW,2015-02-20,Evening price,35.08834283333333,,
NSW,2015-02-21,High-low perfect (2hr),23.545915833333336,,
NSW,2015-02-21,High-low contiguous (2hr),22.122277500000003,15:40:00,02:55:00
NSW,2015-02-21,High-low perfect (4hr),22.833311250000005,,
NSW,2015-02-21,High-low contiguous (4hr),20.51256083333333,15:20:00,02:10:00
NSW,2015-02-21,Day-evening,1.6850331428571579,,
NSW,2015-02-21,Overnight-morning,3.4244419444444425,,
NSW,2015-02-21,Evening price,38.06481933333334,,
NSW,2015-02-22,High-low perfect (2hr),15.358763750000001,,
NSW,2015-02-22,High-low contiguous (2hr),11.821124166666667,16:40:00,22:00:00
NSW,2015-02-22,High-low perfect (4hr),12.294475416666664,,
NSW,2015-02-22,High-low contiguous (4hr),9.748735208333333,15:20:00,00:45:00
NSW,2015-02-22,Day-evening,1.1942628095238206,,
NSW,2015-02-22,Overnight-morning,0.6667004629629609,,
NSW,2015-02-22,Evening price,36.901494833333345,,
NSW,2015-02-23,High-low perfect (2hr),26.981378333333332,,
NSW,2015-02-23,High-low contiguous (2hr),25.305124166666673,15:00:00,01:20:00
NSW,2015-02-23,High-low perfect (4hr),23.892973958333332,,
NSW,2015-02-23,High-low contiguous (4hr),21.065305625,13:55:00,00:55:00
NSW,2015-02-23,Day-evening,0.25786292857144133,,
NSW,2015-02-23,Overnight-morning,13.284322777777778,,
NSW,2015-02-23,Evening price,37.885596500000005,,
NSW,2015-02-24,High-low perfect (2hr),15.988889583333336,,
NSW,2015-02-24,High-low contiguous (2hr),11.652416250000005,05:00:00,00:45:00
NSW,2015-02-24,High-low perfect (4hr),12.572485833333335,,
NSW,2015-02-24,High-low contiguous (4hr),9.16285395833333,06:10:00,00:40:00
NSW,2015-02-24,Day-evening,-2.226985238095228,,
NSW,2015-02-24,Overnight-morning,7.670209722222221,,
NSW,2015-02-24,Evening price,31.388075833333335,,
NSW,2015-02-25,High-low perfect (2hr),25.879807499999995,,
NSW,2015-02-25,High-low contiguous (2hr),24.19937166666666,05:10:00,02:05:00
NSW,2015-02-25,High-low perfect (4hr),23.208722708333337,,
NSW,2015-02-25,High-low contiguous (4hr),21.001320416666662,13:00:00,00:20:00
NSW,2015-02-25,Day-evening,-3.6243667857142867,,
NSW,2015-02-25,Overnight-morning,10.972919537037036,,
NSW,2015-02-25,Evening price,35.505117500000004,,
NSW,2015-02-26,High-low perfect (2hr),24.26973875,,
NSW,2015-02-26,High-low contiguous (2hr),20.890234999999997,06:30:00,01:15:00
NSW,2015-02-26,High-low perfect (4hr),21.610135416666672,,
NSW,2015-02-26,High-low contiguous (4hr),17.291096250000002,06:10:00,00:45:00
NSW,2015-02-26,Day-evening,0.3091096904761983,,
NSW,2015-02-26,Overnight-morning,15.506794444444445,,
NSW,2015-02-26,Evening price,44.51789850000001,,
NSW,2015-02-27,High-low perfect (2hr),21.19887458333333,,
NSW,2015-02-27,High-low contiguous (2hr),20.643781250000004,14:00:00,00:55:00
NSW,2015-02-27,High-low perfect (4hr),18.74651458333333,,
NSW,2015-02-27,High-low contiguous (4hr),18.449482708333345,13:05:00,00:10:00
NSW,2015-02-27,Day-evening,-4.186451476190463,,
NSW,2015-02-27,Overnight-morning,7.50606342592593,,
NSW,2015-02-27,Evening price,38.31173483333335,,
NSW,2015-02-28,High-low perfect (2hr),19.56603791666667,,
NSW,2015-02-28,High-low contiguous (2hr),17.46441041666667,16:00:00,02:00:00
NSW,2015-02-28,High-low perfect (4hr),15.430408541666662,,
NSW,2015-02-28,High-low contiguous (4hr),13.967439374999998,14:00:00,02:00:00
NSW,2015-02-28,Day-evening,4.074921761904751,,
NSW,2015-02-28,Overnight-morning,3.6505924074074123,,
NSW,2015-02-28,Evening price,35.03636866666666,,
NSW,2015-03-01,High-low perfect (2hr),16.320395833333333,,
NSW,2015-03-01,High-low contiguous (2hr),15.182086666666667,11:25:00,02:50:00
NSW,2015-03-01,High-low perfect (4hr),15.875470208333336,,
NSW,2015-03-01,High-low contiguous (4hr),14.790320833333336,10:20:00,02:30:00
NSW,2015-03-01,Day-evening,-0.1913921190476202,,
NSW,2015-03-01,Overnight-morning,3.816037314814814,,
NSW,2015-03-01,Evening price,32.56773716666667,,
