Quarter,BLUEGSF1,CHILDSF1,CLARESF1,CLERMSF1,COLUMSF1,CSPVPS1,DAYDSF1,DDSF1,EDENVSF1,EMERASF1,GANGARR1,HAMISF1,HAUGHT11,HAYMSF1,KEPSF1,KINGASF1,KSP1,LILYSF1,MARYRSF1,MIDDLSF1,MOUSF1,OAKEY1SF,OAKEY2SF,RRSF1,RUGBYR1,SMCSF1,SRSF1,WANDSF1,WARWSF1,WARWSF2,WDGPH1,WHITSF1,WOOLGSF1,YARANSF1
2022-09-30,0.7312729177579885,0.11629125196437926,0.20233106338397067,0.11720796228391828,0.6935568360398114,0.03548978522786799,0.07032477737035096,0.05303823991618648,,0.21359350445259298,0.16500785751702463,0.09049240440020953,0.02894185437401781,0.17417496071241487,0.27645364064955474,,0.11498166579360922,0.2777632268203248,0.08538501833420639,0.08669460450497643,,0.1317443687794657,0.14510214772132007,0.05120481927710843,0.10529072812991094,0.03260869565217391,0.11707700366684128,,0.19002095337873232,0.1605552645364065,0.27042954426401256,0.2641435306443164,0.3771608171817706,0.06927710843373494
2022-12-31,0.06102671555788371,0.043347302252488215,0.24122577265584075,0.023048716605552647,0.2463331587218439,0.03968046097433211,0.027632268203247774,0.03365636458878994,,0.19250916710319538,0.1320062860136197,0.07124148768989,0.03810895756940807,0.1283394447354636,0.0643006809848088,,0.06993190151911996,0.21202200104766894,0.035620743844945,0.08368255631220534,,0.13803038239916188,0.062074384494499736,0.03758512310110005,0.02003666841278156,0.027370350969093765,0.06914614981665794,,0.10502881089575694,0.2785489785227868,0.11314824515453117,0.2921686746987952,0.18308014667365113,0.03378732320586694
2023-03-31,0.05515394912985275,0.03908969210174029,0.09812583668005355,0.0429718875502008,0.18393574297188756,0.021954484605087015,0.13828647925033466,0.0570281124497992,0.8402945113788487,0.09491298527443105,0.08835341365461848,0.03908969210174029,0.02597054886211513,0.2247657295850067,0.1539491298527443,,0.0429718875502008,0.18487282463186078,0.03547523427041499,0.1356091030789826,0.33761713520749664,0.07402945113788487,0.06465863453815261,0.16854082998661313,0.047255689424364124,0.050200803212851405,0.038821954484605084,,0.22048192771084338,0.06265060240963856,0.04109772423025435,0.15327978580990628,0.07938420348058903,0.07215528781793842
2023-06-30,0.07295114524030187,0.08301337216999867,0.2281212763140474,0.0399841122732689,0.0828809744472395,0.0058254998014034155,0.015887726731100223,0.025023169601482854,0.105256189593539,0.16642393750827486,0.046736396133986495,0.03243744207599629,0.04541241890639481,0.09267840593141798,0.14457831325301204,,0.02992188534357209,0.04091089633258308,0.05415066860849994,0.07334833840857938,0.18376803918972592,0.11677479147358666,0.09029524692175295,0.021448431086985305,0.028862703561498743,0.009532636038660135,0.06593406593406594,0.9577651264398253,0.1274990070170793,0.033364226135310475,0.2605587183900437,0.2597643320534887,0.10499139414802065,0.03879253276843638
2023-09-30,0.11196961760083814,0.07386066003143006,0.5825039287585123,0.03391828182294395,0.20612886327920377,0.01925091671031954,0.02998952331063384,0.02671555788370875,0.03457307490832897,0.5040597171293871,0.06325301204819277,0.03823991618648507,0.29766893661602933,0.20102147721320063,0.2675484546883185,,0.09075432163436355,0.1468046097433211,0.09075432163436355,0.0819800942902043,0.3719224724986904,0.570979570455736,0.46974855945521216,0.02998952331063384,0.06705081194342588,0.08603981141959141,0.043740178103719225,0.6891042430591933,0.41985332634887373,0.42430591932949185,0.2904662126767941,0.6380303823991619,0.1686746987951807,0.08420639078051335
2023-12-31,0.10319539025667888,0.05788370874803562,0.4415924567836564,0.026584599266631745,0.09939759036144578,0.00497642744892614,0.006155055002619173,0.016631744368779466,0.02776322682032478,0.4173651126244107,0.05290728129910948,0.0142744892613934,0.18268727082242012,0.1389470927187009,0.23349921424829753,,0.15151911995809325,0.2599528548978523,0.03522786799371399,0.05605028810895757,0.048454688318491354,0.250654793085385,0.13279203771608172,0.0179413305395495,0.014798323729701414,0.03902566788894709,0.0678365636458879,0.35921948664222103,0.4924044002095338,0.4869041382922996,0.23873755893137769,0.48873755893137766,0.21568884232582505,0.03509690937663698
2024-03-31,0.04236727128293393,0.09532636038660135,0.08129220177412949,0.010724215543492652,0.20230372037600952,0.014166556335231034,0.020256851582152787,0.01535813584006355,0.0921488150403813,0.09294320137693632,0.02899510128425791,0.021051237918707798,0.02436118098768701,0.026876737720111215,0.23341718522441415,,0.018535681186283594,0.06712564543889846,0.026611942274592876,0.004236727128293393,0.01933006752283861,0.020654044750430294,0.01999205613663445,0.13239772275916853,0.008076261088309281,0.04845756652985569,0.10022507612869058,0.02793591950218456,0.10048987157420892,0.09956308751489475,0.032172646630477954,0.04978154375744737,0.027009135442870383,0.036012180590493846
2024-06-30,0.07096517939891434,0.0828809744472395,0.08155699721964782,0.05375347544022243,0.43492651926386866,0.07864424731894612,0.03256983979875546,0.06897921355752681,0.04792797563881901,0.368462862438766,0.06897921355752681,0.044618032569839795,0.1128028597908116,0.11703958691910499,0.3517807493711108,,0.13001456374950351,0.10843373493975904,0.06964120217132265,0.05057593009400238,0.056004236727128294,0.18628359592215013,0.08989805375347544,0.023566794651132,0.03826294187739971,0.0614325433602542,0.09651793989143387,0.10168145107904145,0.4150668608499934,0.42658546273004105,0.1914471071097577,0.1696014828544949,0.21435191314709387,0.060108566132662515
2024-09-30,0.11629125196437926,0.15413829229963333,0.18242535358826611,0.10306443163960188,0.1143268727082242,0.01964379256155055,0.08878994237820849,0.044525929806181246,0.03758512310110005,0.03156102671555788,0.21241487689889996,0.12493452069146149,0.3820062860136197,0.3444211629125196,0.25091671031953905,,0.3383970665269775,0.2794656888423258,0.07333682556312206,0.0679675222629649,0.06639601885804086,0.38724463069669984,0.06286013619696176,0.0645625982189628,0.1293871136720796,0.0963855421686747,0.20049764274489262,0.19355683603981141,0.5568360398114196,0.5726820324777371,0.37257726558407545,0.4345206914614982,0.43858040859088526,0.045311681508643266
2024-12-31,0.044264012572027236,0.22970141435306443,0.14706652697747513,0.04832372970141435,0.05526453640649555,0.0323467784180199,0.1039811419591409,0.04832372970141435,0.1251964379256155,0.013095861707700367,0.25170246202200103,0.07569408067050812,0.10620743844944998,0.27383446830801467,0.13161341016238867,0.41906757464641176,0.3859350445259298,0.18491356731272918,0.1604243059193295,0.2613933996856993,0.03994237820848612,0.3435044525929806,0.15178103719224725,0.03431115767417496,0.07936092194866422,0.13410162388685176,0.25157150340492407,0.23336825563122054,0.4316396018858041,0.4405447878470403,0.13397066526977475,0.36707700366684126,0.35175484546883184,0.2679413305395495
