Date	Base future	Cap	Peak	Average rate option	Swaption	Total
13/02/2024	 120 	 34 	 0 	 32 	 275 	 461 
14/02/2024	 120 	 34 	 0 	 32 	 276 	 462 
15/02/2024	 120 	 34 	 0 	 32 	 276 	 463 
16/02/2024	 120 	 34 	 0 	 33 	 277 	 464 
19/02/2024	 119 	 34 	 0 	 33 	 276 	 461 
20/02/2024	 119 	 34 	 0 	 33 	 279 	 465 
21/02/2024	 120 	 34 	 0 	 33 	 281 	 468 
22/02/2024	 120 	 35 	 0 	 33 	 283 	 471 
23/02/2024	 121 	 35 	 0 	 33 	 285 	 474 
26/02/2024	 121 	 35 	 0 	 33 	 285 	 474 
27/02/2024	 121 	 35 	 0 	 33 	 285 	 475 
28/02/2024	 122 	 35 	 0 	 33 	 286 	 476 
29/02/2024	 122 	 35 	 0 	 33 	 287 	 478 
1/03/2024	 123 	 35 	 0 	 33 	 288 	 479 
4/03/2024	 123 	 35 	 0 	 33 	 288 	 480 
5/03/2024	 124 	 36 	 0 	 33 	 288 	 481 
6/03/2024	 124 	 36 	 0 	 33 	 288 	 481 
7/03/2024	 124 	 36 	 0 	 33 	 288 	 482 
8/03/2024	 124 	 36 	 0 	 33 	 288 	 482 
11/03/2024	 124 	 36 	 0 	 33 	 288 	 482 
12/03/2024	 125 	 36 	 0 	 33 	 288 	 483 
13/03/2024	 125 	 37 	 0 	 33 	 289 	 484 
14/03/2024	 126 	 37 	 0 	 33 	 292 	 488 
15/03/2024	 126 	 37 	 0 	 33 	 293 	 489 
18/03/2024	 126 	 37 	 0 	 33 	 293 	 490 
19/03/2024	 126 	 37 	 0 	 34 	 295 	 491 
20/03/2024	 126 	 37 	 0 	 34 	 298 	 495 
21/03/2024	 127 	 37 	 0 	 34 	 300 	 498 
22/03/2024	 127 	 37 	 0 	 34 	 301 	 500 
25/03/2024	 127 	 37 	 0 	 34 	 301 	 500 
26/03/2024	 128 	 37 	 0 	 35 	 302 	 501 
27/03/2024	 128 	 37 	 0 	 35 	 302 	 501 
28/03/2024	 128 	 38 	 0 	 35 	 302 	 503 
2/04/2024	 106 	 31 	 0 	 35 	 304 	 476 
3/04/2024	 107 	 31 	 0 	 35 	 304 	 478 
4/04/2024	 107 	 31 	 0 	 30 	 305 	 474 
5/04/2024	 108 	 31 	 0 	 21 	 306 	 466 
8/04/2024	 108 	 31 	 0 	 21 	 308 	 469 
9/04/2024	 108 	 32 	 0 	 22 	 310 	 471 
10/04/2024	 109 	 32 	 0 	 22 	 311 	 473 
11/04/2024	 109 	 32 	 0 	 23 	 312 	 475 
12/04/2024	 109 	 32 	 0 	 23 	 312 	 476 
15/04/2024	 109 	 32 	 0 	 24 	 312 	 477 
16/04/2024	 110 	 32 	 0 	 24 	 312 	 478 
17/04/2024	 109 	 31 	 0 	 24 	 312 	 476 
18/04/2024	 109 	 31 	 0 	 24 	 313 	 477 
19/04/2024	 109 	 32 	 0 	 24 	 314 	 479 
22/04/2024	 109 	 32 	 0 	 25 	 314 	 479 
23/04/2024	 110 	 32 	 0 	 25 	 314 	 481 
24/04/2024	 110 	 32 	 0 	 25 	 314 	 481 
26/04/2024	 111 	 32 	 0 	 26 	 315 	 483 
29/04/2024	 111 	 32 	 0 	 26 	 316 	 485 
30/04/2024	 112 	 32 	 0 	 26 	 315 	 485 
1/05/2024	 112 	 32 	 0 	 26 	 315 	 486 
2/05/2024	 113 	 32 	 0 	 26 	 316 	 487 
3/05/2024	 113 	 32 	 0 	 26 	 316 	 488 
6/05/2024	 114 	 32 	 0 	 26 	 316 	 488 
7/05/2024	 114 	 32 	 0 	 27 	 316 	 489 
8/05/2024	 115 	 33 	 0 	 28 	 316 	 491 
9/05/2024	 115 	 33 	 0 	 29 	 316 	 493 
10/05/2024	 115 	 33 	 0 	 29 	 317 	 495 
13/05/2024	 116 	 33 	 0 	 31 	 317 	 496 
14/05/2024	 117 	 33 	 0 	 32 	 313 	 494 
15/05/2024	 117 	 33 	 0 	 33 	 314 	 496 
16/05/2024	 117 	 33 	 0 	 33 	 314 	 497 
17/05/2024	 118 	 33 	 0 	 33 	 315 	 499 
20/05/2024	 117 	 32 	 0 	 33 	 269 	 451 
21/05/2024	 119 	 32 	 0 	 33 	 206 	 391 
22/05/2024	 119 	 33 	 0 	 34 	 207 	 392 
23/05/2024	 119 	 33 	 0 	 34 	 215 	 401 
24/05/2024	 119 	 33 	 0 	 34 	 216 	 402 
27/05/2024	 120 	 33 	 0 	 34 	 217 	 403 
28/05/2024	 120 	 33 	 0 	 34 	 220 	 408 
29/05/2024	 122 	 33 	 0 	 34 	 221 	 410 
30/05/2024	 122 	 33 	 0 	 34 	 221 	 411 
31/05/2024	 122 	 33 	 0 	 34 	 222 	 411 
3/06/2024	 123 	 33 	 0 	 34 	 222 	 412 
4/06/2024	 123 	 34 	 0 	 34 	 222 	 412 
5/06/2024	 123 	 34 	 0 	 34 	 223 	 414 
6/06/2024	 123 	 34 	 0 	 34 	 223 	 414 
7/06/2024	 123 	 34 	 0 	 34 	 225 	 417 
11/06/2024	 124 	 34 	 0 	 34 	 225 	 417 
12/06/2024	 125 	 34 	 0 	 34 	 227 	 420 
13/06/2024	 125 	 34 	 0 	 35 	 227 	 421 
14/06/2024	 125 	 34 	 0 	 35 	 229 	 423 
17/06/2024	 125 	 34 	 0 	 35 	 229 	 424 
18/06/2024	 126 	 34 	 0 	 35 	 231 	 427 
19/06/2024	 123 	 34 	 0 	 35 	 230 	 423 
20/06/2024	 123 	 34 	 0 	 36 	 231 	 424 
21/06/2024	 124 	 34 	 0 	 36 	 231 	 425 
24/06/2024	 124 	 34 	 0 	 36 	 231 	 426 
25/06/2024	 124 	 34 	 0 	 37 	 233 	 429 
26/06/2024	 125 	 34 	 0 	 37 	 234 	 430 
27/06/2024	 125 	 35 	 0 	 38 	 234 	 432 
28/06/2024	 125 	 35 	 0 	 38 	 235 	 433 
1/07/2024	 103 	 29 	 0 	 38 	 235 	 406 
2/07/2024	 103 	 30 	 0 	 39 	 235 	 407 
3/07/2024	 103 	 30 	 0 	 33 	 235 	 402 
4/07/2024	 103 	 30 	 0 	 24 	 235 	 393 
5/07/2024	 104 	 30 	 0 	 24 	 237 	 395 
8/07/2024	 104 	 30 	 0 	 24 	 237 	 396 
9/07/2024	 104 	 31 	 0 	 24 	 238 	 397 
10/07/2024	 105 	 31 	 0 	 24 	 238 	 397 
11/07/2024	 105 	 31 	 0 	 24 	 238 	 398 
12/07/2024	 105 	 31 	 0 	 25 	 222 	 383 
15/07/2024	 105 	 32 	 0 	 25 	 222 	 384 
16/07/2024	 105 	 32 	 0 	 26 	 223 	 386 
17/07/2024	 105 	 32 	 0 	 26 	 224 	 387 
18/07/2024	 104 	 31 	 0 	 26 	 222 	 382 
19/07/2024	 105 	 31 	 0 	 27 	 223 	 386 
22/07/2024	 105 	 31 	 0 	 26 	 223 	 385 
23/07/2024	 105 	 31 	 0 	 26 	 224 	 386 
24/07/2024	 101 	 31 	 0 	 27 	 219 	 378 
25/07/2024	 102 	 31 	 0 	 27 	 221 	 382 
26/07/2024	 103 	 31 	 0 	 27 	 224 	 385 
29/07/2024	 103 	 32 	 0 	 27 	 224 	 386 
30/07/2024	 103 	 32 	 0 	 27 	 225 	 387 
31/07/2024	 103 	 32 	 0 	 29 	 225 	 389 
1/08/2024	 103 	 32 	 0 	 29 	 225 	 390 
2/08/2024	 104 	 32 	 0 	 29 	 225 	 391 
5/08/2024	 103 	 33 	 0 	 30 	 225 	 391 
6/08/2024	 104 	 33 	 0 	 29 	 226 	 392 
7/08/2024	 104 	 33 	 0 	 30 	 228 	 395 
8/08/2024	 104 	 33 	 0 	 31 	 228 	 396 
9/08/2024	 104 	 34 	 0 	 31 	 229 	 398 
12/08/2024	 105 	 34 	 0 	 31 	 229 	 398 
13/08/2024	 105 	 34 	 0 	 31 	 229 	 399 
14/08/2024	 105 	 34 	 0 	 31 	 229 	 399 
15/08/2024	 105 	 34 	 0 	 32 	 229 	 400 
16/08/2024	 105 	 34 	 0 	 32 	 229 	 400 
19/08/2024	 105 	 34 	 0 	 32 	 229 	 400 
20/08/2024	 103 	 33 	 0 	 32 	 227 	 395 
21/08/2024	 103 	 33 	 0 	 32 	 227 	 395 
22/08/2024	 103 	 33 	 0 	 32 	 228 	 396 
23/08/2024	 104 	 33 	 0 	 32 	 228 	 397 
26/08/2024	 104 	 33 	 0 	 32 	 229 	 398 
27/08/2024	 103 	 33 	 0 	 32 	 230 	 398 
28/08/2024	 104 	 33 	 0 	 33 	 231 	 401 
29/08/2024	 104 	 33 	 0 	 34 	 233 	 404 
30/08/2024	 104 	 33 	 0 	 34 	 233 	 404 
2/09/2024	 104 	 34 	 0 	 35 	 233 	 406 
3/09/2024	 104 	 34 	 0 	 36 	 234 	 407 
4/09/2024	 104 	 34 	 0 	 36 	 234 	 408 
5/09/2024	 104 	 34 	 0 	 37 	 235 	 409 
6/09/2024	 104 	 33 	 0 	 38 	 235 	 411 
9/09/2024	 105 	 33 	 0 	 39 	 235 	 411 
10/09/2024	 105 	 34 	 0 	 39 	 236 	 413 
11/09/2024	 105 	 34 	 0 	 39 	 237 	 415 
12/09/2024	 105 	 34 	 0 	 40 	 237 	 416 
13/09/2024	 105 	 34 	 0 	 40 	 237 	 416 
16/09/2024	 105 	 34 	 0 	 40 	 237 	 417 
17/09/2024	 105 	 34 	 0 	 40 	 238 	 417 
18/09/2024	 105 	 34 	 0 	 40 	 236 	 415 
19/09/2024	 105 	 34 	 0 	 40 	 237 	 416 
20/09/2024	 105 	 34 	 0 	 40 	 237 	 417 
23/09/2024	 105 	 35 	 0 	 40 	 237 	 417 
24/09/2024	 105 	 35 	 0 	 41 	 238 	 419 
25/09/2024	 105 	 35 	 0 	 41 	 238 	 419 
26/09/2024	 106 	 35 	 0 	 41 	 238 	 420 
27/09/2024	 106 	 35 	 0 	 41 	 241 	 423 
30/09/2024	 106 	 35 	 0 	 41 	 241 	 424 
1/10/2024	 86 	 30 	 0 	 28 	 240 	 384 
2/10/2024	 86 	 30 	 0 	 28 	 240 	 385 
3/10/2024	 86 	 30 	 0 	 28 	 241 	 386 
4/10/2024	 87 	 31 	 0 	 28 	 241 	 386 
7/10/2024	 87 	 31 	 0 	 28 	 241 	 386 
8/10/2024	 87 	 31 	 0 	 29 	 241 	 388 
9/10/2024	 87 	 31 	 0 	 29 	 242 	 388 
10/10/2024	 85 	 31 	 0 	 29 	 240 	 385 
11/10/2024	 85 	 31 	 0 	 29 	 240 	 385 
14/10/2024	 85 	 31 	 0 	 30 	 240 	 386 
15/10/2024	 85 	 32 	 0 	 30 	 240 	 387 
16/10/2024	 85 	 32 	 0 	 30 	 239 	 387 
17/10/2024	 86 	 32 	 0 	 30 	 240 	 388 
18/10/2024	 86 	 32 	 0 	 31 	 241 	 390 
21/10/2024	 81 	 32 	 0 	 31 	 238 	 382 
22/10/2024	 81 	 32 	 0 	 32 	 238 	 383 
23/10/2024	 81 	 32 	 0 	 32 	 240 	 385 
24/10/2024	 81 	 32 	 0 	 32 	 240 	 386 
25/10/2024	 81 	 33 	 0 	 33 	 240 	 387 
28/10/2024	 81 	 33 	 0 	 33 	 241 	 387 
29/10/2024	 82 	 33 	 0 	 33 	 241 	 388 
30/10/2024	 81 	 33 	 0 	 33 	 241 	 389 
31/10/2024	 81 	 33 	 0 	 34 	 241 	 389 
1/11/2024	 81 	 33 	 0 	 34 	 241 	 390 
4/11/2024	 82 	 34 	 0 	 35 	 242 	 392 
5/11/2024	 82 	 34 	 0 	 35 	 242 	 392 
6/11/2024	 82 	 34 	 0 	 35 	 244 	 394 
7/11/2024	 82 	 34 	 0 	 35 	 245 	 396 
8/11/2024	 83 	 34 	 0 	 37 	 245 	 398 
11/11/2024	 83 	 34 	 0 	 37 	 245 	 398 
12/11/2024	 83 	 34 	 0 	 37 	 244 	 398 
13/11/2024	 83 	 34 	 0 	 37 	 243 	 398 
14/11/2024	 84 	 35 	 0 	 38 	 243 	 399 
15/11/2024	 84 	 35 	 0 	 38 	 243 	 399 
18/11/2024	 84 	 35 	 0 	 38 	 244 	 401 
19/11/2024	 87 	 35 	 0 	 38 	 222 	 383 
20/11/2024	 87 	 35 	 0 	 39 	 172 	 333 
21/11/2024	 87 	 35 	 0 	 39 	 172 	 333 
22/11/2024	 88 	 36 	 0 	 39 	 172 	 334 
25/11/2024	 88 	 36 	 0 	 39 	 172 	 335 
26/11/2024	 88 	 36 	 0 	 40 	 172 	 336 
27/11/2024	 89 	 36 	 0 	 40 	 172 	 337 
28/11/2024	 89 	 36 	 0 	 40 	 172 	 337 
29/11/2024	 89 	 36 	 0 	 40 	 172 	 337 
2/12/2024	 89 	 36 	 0 	 40 	 172 	 337 
3/12/2024	 89 	 36 	 0 	 41 	 172 	 339 
4/12/2024	 89 	 36 	 0 	 42 	 173 	 340 
5/12/2024	 89 	 36 	 0 	 42 	 173 	 341 
6/12/2024	 89 	 36 	 0 	 43 	 173 	 341 
9/12/2024	 89 	 36 	 0 	 43 	 173 	 341 
10/12/2024	 90 	 36 	 0 	 43 	 174 	 344 
11/12/2024	 91 	 36 	 0 	 44 	 174 	 345 
12/12/2024	 91 	 36 	 0 	 44 	 174 	 345 
13/12/2024	 91 	 37 	 0 	 44 	 175 	 346 
16/12/2024	 91 	 37 	 0 	 44 	 175 	 347 
17/12/2024	 91 	 37 	 0 	 44 	 176 	 348 
18/12/2024	 91 	 37 	 0 	 47 	 176 	 351 
19/12/2024	 92 	 37 	 0 	 47 	 176 	 351 
20/12/2024	 92 	 37 	 0 	 47 	 175 	 351 
23/12/2024	 92 	 37 	 0 	 47 	 177 	 352 
24/12/2024	 92 	 37 	 0 	 47 	 177 	 352 
27/12/2024	 92 	 37 	 0 	 47 	 177 	 352 
30/12/2024	 92 	 37 	 0 	 47 	 177 	 352 
31/12/2024	 92 	 37 	 0 	 47 	 177 	 353 
2/01/2025	 75 	 31 	 0 	 27 	 177 	 311 
3/01/2025	 76 	 31 	 0 	 27 	 178 	 312 
6/01/2025	 76 	 31 	 0 	 28 	 178 	 312 
7/01/2025	 76 	 32 	 0 	 28 	 178 	 313 
8/01/2025	 76 	 32 	 0 	 28 	 178 	 314 
9/01/2025	 77 	 32 	 0 	 28 	 178 	 315 
10/01/2025	 77 	 32 	 0 	 28 	 179 	 316 
13/01/2025	 77 	 32 	 0 	 28 	 179 	 317 
14/01/2025	 77 	 32 	 0 	 29 	 179 	 318 
15/01/2025	 77 	 32 	 0 	 30 	 179 	 319 
16/01/2025	 77 	 33 	 0 	 30 	 179 	 319 
17/01/2025	 78 	 33 	 0 	 31 	 180 	 321 
20/01/2025	 78 	 33 	 0 	 31 	 180 	 322 
21/01/2025	 78 	 33 	 0 	 31 	 180 	 322 
22/01/2025	 79 	 33 	 0 	 32 	 180 	 324 
23/01/2025	 79 	 33 	 0 	 32 	 180 	 324 
24/01/2025	 80 	 33 	 0 	 32 	 182 	 327 
28/01/2025	 80 	 33 	 0 	 33 	 182 	 327 
29/01/2025	 80 	 33 	 0 	 33 	 183 	 329 
30/01/2025	 81 	 34 	 0 	 33 	 183 	 331 
31/01/2025	 81 	 34 	 0 	 34 	 183 	 331 
3/02/2025	 81 	 34 	 0 	 34 	 183 	 332 
4/02/2025	 82 	 34 	 0 	 34 	 184 	 334 
5/02/2025	 82 	 34 	 0 	 35 	 188 	 339 
6/02/2025	 82 	 34 	 0 	 35 	 188 	 340 
7/02/2025	 82 	 35 	 0 	 36 	 188 	 341 
10/02/2025	 82 	 35 	 0 	 36 	 188 	 342 
11/02/2025	 83 	 35 	 0 	 36 	 187 	 342 
12/02/2025	 83 	 36 	 0 	 37 	 187 	 342 
13/02/2025	 83 	 36 	 0 	 37 	 187 	 343 
14/02/2025	 83 	 36 	 0 	 37 	 187 	 343 
17/02/2025	 83 	 36 	 0 	 37 	 187 	 344 
18/02/2025	 84 	 36 	 0 	 38 	 187 	 345 
19/02/2025	 84 	 36 	 0 	 39 	 188 	 348 
20/02/2025	 85 	 36 	 0 	 39 	 189 	 349 
21/02/2025	 85 	 36 	 0 	 40 	 190 	 351 
24/02/2025	 85 	 37 	 0 	 40 	 191 	 352 
25/02/2025	 85 	 37 	 0 	 41 	 194 	 358 
26/02/2025	 85 	 37 	 0 	 42 	 198 	 363 
27/02/2025	 86 	 37 	 0 	 43 	 198 	 364 
28/02/2025	 85 	 38 	 0 	 45 	 199 	 367 
3/03/2025	 85 	 38 	 0 	 45 	 202 	 370 
4/03/2025	 86 	 38 	 0 	 45 	 203 	 372 
5/03/2025	 86 	 38 	 0 	 45 	 204 	 374 
6/03/2025	 86 	 38 	 0 	 46 	 204 	 375 
7/03/2025	 87 	 38 	 0 	 46 	 204 	 375 
10/03/2025	 87 	 38 	 0 	 46 	 204 	 376 
11/03/2025	 87 	 38 	 0 	 47 	 204 	 376 
12/03/2025	 87 	 38 	 0 	 47 	 205 	 378 
13/03/2025	 88 	 38 	 0 	 48 	 205 	 379 
14/03/2025	 88 	 38 	 0 	 48 	 205 	 379 
17/03/2025	 88 	 38 	 0 	 48 	 205 	 380 
18/03/2025	 89 	 39 	 0 	 49 	 206 	 382 
19/03/2025	 89 	 39 	 0 	 49 	 207 	 384 
20/03/2025	 89 	 39 	 0 	 49 	 207 	 384 
21/03/2025	 89 	 39 	 0 	 50 	 208 	 386 
24/03/2025	 89 	 39 	 0 	 50 	 208 	 387 
25/03/2025	 89 	 39 	 0 	 50 	 208 	 387 
26/03/2025	 89 	 39 	 0 	 50 	 207 	 386 
27/03/2025	 89 	 39 	 0 	 51 	 207 	 387 
28/03/2025	 90 	 39 	 0 	 51 	 207 	 387 
31/03/2025	 90 	 40 	 0 	 52 	 207 	 389
